"Date","sulfate","nitrate","ID"
"2003-04-28",NA,NA,181
"2003-04-29",NA,NA,181
"2003-04-30",1.63,0.932,181
"2003-05-01",NA,NA,181
"2003-05-02",NA,NA,181
"2003-05-03",0.993,0.818,181
"2003-05-04",NA,NA,181
"2003-05-05",NA,NA,181
"2003-05-06",NA,NA,181
"2003-05-07",NA,NA,181
"2003-05-08",NA,NA,181
"2003-05-09",1.33,0.457,181
"2003-05-10",NA,NA,181
"2003-05-11",NA,NA,181
"2003-05-12",NA,NA,181
"2003-05-13",NA,NA,181
"2003-05-14",NA,NA,181
"2003-05-15",2.4,1.37,181
"2003-05-16",NA,NA,181
"2003-05-17",NA,NA,181
"2003-05-18",3.55,0.551,181
"2003-05-19",NA,NA,181
"2003-05-20",NA,NA,181
"2003-05-21",NA,NA,181
"2003-05-22",NA,NA,181
"2003-05-23",NA,NA,181
"2003-05-24",3.03,1.85,181
"2003-05-25",NA,NA,181
"2003-05-26",NA,NA,181
"2003-05-27",5.31,3.47,181
"2003-05-28",NA,NA,181
"2003-05-29",NA,NA,181
"2003-05-30",2.34,0.372,181
"2003-05-31",NA,NA,181
"2003-06-01",NA,NA,181
"2003-06-02",1.12,0.502,181
"2003-06-03",NA,NA,181
"2003-06-04",NA,NA,181
"2003-06-05",4.74,1.67,181
"2003-06-06",NA,NA,181
"2003-06-07",NA,NA,181
"2003-06-08",5.69,0.883,181
"2003-06-09",NA,NA,181
"2003-06-10",NA,NA,181
"2003-06-11",6.66,1.2,181
"2003-06-12",NA,NA,181
"2003-06-13",NA,NA,181
"2003-06-14",6.17,2.76,181
"2003-06-15",NA,NA,181
"2003-06-16",3.29,0.823,181
"2003-06-17",NA,NA,181
"2003-06-18",NA,NA,181
"2003-06-19",NA,NA,181
"2003-06-20",0.672,0.26,181
"2003-06-21",NA,NA,181
"2003-06-22",NA,NA,181
"2003-06-23",3.32,0.577,181
"2003-06-24",NA,NA,181
"2003-06-25",NA,NA,181
"2003-06-26",16.7,1.12,181
"2003-06-27",NA,NA,181
"2003-06-28",NA,NA,181
"2003-06-29",8.37,0.658,181
"2003-06-30",NA,NA,181
"2003-07-01",NA,NA,181
"2003-07-02",10.2,1.73,181
"2003-07-03",NA,NA,181
"2003-07-04",NA,NA,181
"2003-07-05",5.7,0.716,181
"2003-07-06",NA,NA,181
"2003-07-07",NA,NA,181
"2003-07-08",4.32,1.24,181
"2003-07-09",NA,NA,181
"2003-07-10",NA,NA,181
"2003-07-11",4.09,0.36,181
"2003-07-12",NA,NA,181
"2003-07-13",NA,NA,181
"2003-07-14",2.34,0.28,181
"2003-07-15",NA,NA,181
"2003-07-16",NA,NA,181
"2003-07-17",2,0.514,181
"2003-07-18",NA,NA,181
"2003-07-19",NA,NA,181
"2003-07-20",3.8,0.704,181
"2003-07-21",NA,NA,181
"2003-07-22",NA,NA,181
"2003-07-23",3.87,1.2,181
"2003-07-24",NA,NA,181
"2003-07-25",NA,NA,181
"2003-07-26",10.5,0.499,181
"2003-07-27",NA,NA,181
"2003-07-28",NA,NA,181
"2003-07-29",1.5,0.663,181
"2003-07-30",NA,NA,181
"2003-07-31",NA,NA,181
"2003-08-01",3.4,1.06,181
"2003-08-02",NA,NA,181
"2003-08-03",NA,NA,181
"2003-08-04",7.56,0.612,181
"2003-08-05",NA,NA,181
"2003-08-06",NA,NA,181
"2003-08-07",10.8,1.65,181
"2003-08-08",NA,NA,181
"2003-08-09",NA,NA,181
"2003-08-10",NA,3.33,181
"2003-08-11",NA,NA,181
"2003-08-12",NA,NA,181
"2003-08-13",4.23,2.22,181
"2003-08-14",NA,NA,181
"2003-08-15",NA,NA,181
"2003-08-16",14.5,0.992,181
"2003-08-17",NA,NA,181
"2003-08-18",NA,NA,181
"2003-08-19",NA,NA,181
"2003-08-20",NA,NA,181
"2003-08-21",NA,NA,181
"2003-08-22",4.77,0.505,181
"2003-08-23",NA,NA,181
"2003-08-24",NA,NA,181
"2003-08-25",2.94,0.499,181
"2003-08-26",NA,NA,181
"2003-08-27",NA,NA,181
"2003-08-28",0.57,0.23,181
"2003-08-29",NA,NA,181
"2003-08-30",NA,NA,181
"2003-08-31",0.727,0.397,181
"2003-09-01",NA,NA,181
"2003-09-02",NA,NA,181
"2003-09-03",2.63,0.815,181
"2003-09-04",NA,NA,181
"2003-09-05",NA,NA,181
"2003-09-06",2.31,1.56,181
"2003-09-07",NA,NA,181
"2003-09-08",NA,NA,181
"2003-09-09",1.3,0.375,181
"2003-09-10",NA,NA,181
"2003-09-11",NA,NA,181
"2003-09-12",2.55,0.918,181
"2003-09-13",NA,NA,181
"2003-09-14",NA,NA,181
"2003-09-15",5.53,0.22,181
"2003-09-16",NA,NA,181
"2003-09-17",NA,NA,181
"2003-09-18",1.72,0.656,181
"2003-09-19",NA,NA,181
"2003-09-20",NA,NA,181
"2003-09-21",2.62,1.4,181
"2003-09-22",NA,NA,181
"2003-09-23",NA,NA,181
"2003-09-24",2.55,0.628,181
"2003-09-25",NA,NA,181
"2003-09-26",NA,NA,181
"2003-09-27",10.3,0.523,181
"2003-09-28",NA,NA,181
"2003-09-29",NA,NA,181
"2003-09-30",1.58,1.03,181
"2003-10-01",NA,NA,181
"2003-10-02",NA,NA,181
"2003-10-03",NA,NA,181
"2003-10-04",NA,NA,181
"2003-10-05",NA,NA,181
"2003-10-06",1.59,1.2,181
"2003-10-07",NA,NA,181
"2003-10-08",NA,NA,181
"2003-10-09",8.07,5.5,181
"2003-10-10",NA,NA,181
"2003-10-11",NA,NA,181
"2003-10-12",3.65,0.715,181
"2003-10-13",NA,NA,181
"2003-10-14",NA,NA,181
"2003-10-15",NA,NA,181
"2003-10-16",NA,NA,181
"2003-10-17",NA,NA,181
"2003-10-18",1.51,3.03,181
"2003-10-19",NA,NA,181
"2003-10-20",NA,NA,181
"2003-10-21",2.46,1.19,181
"2003-10-22",NA,NA,181
"2003-10-23",NA,NA,181
"2003-10-24",1.15,0.669,181
"2003-10-25",NA,NA,181
"2003-10-26",NA,NA,181
"2003-10-27",2.23,4.96,181
"2003-10-28",NA,NA,181
"2003-10-29",NA,NA,181
"2003-10-30",1.82,1.87,181
"2003-10-31",NA,NA,181
"2003-11-01",NA,NA,181
"2003-11-02",NA,NA,181
"2003-11-03",NA,NA,181
"2003-11-04",NA,NA,181
"2003-11-05",4.46,3.42,181
"2003-11-06",NA,NA,181
"2003-11-07",NA,NA,181
"2003-11-08",0.94,0.468,181
"2003-11-09",NA,NA,181
"2003-11-10",NA,NA,181
"2003-11-11",2.25,2.34,181
"2003-11-12",NA,NA,181
"2003-11-13",NA,NA,181
"2003-11-14",0.813,1.02,181
"2003-11-15",NA,NA,181
"2003-11-16",NA,NA,181
"2003-11-17",4.08,6.35,181
"2003-11-18",NA,NA,181
"2003-11-19",NA,NA,181
"2003-11-20",NA,NA,181
"2003-11-21",NA,NA,181
"2003-11-22",NA,NA,181
"2003-11-23",3.57,2.82,181
"2003-11-24",NA,NA,181
"2003-11-25",NA,NA,181
"2003-11-26",2.37,2.4,181
"2003-11-27",NA,NA,181
"2003-11-28",NA,NA,181
"2003-11-29",0.887,0.307,181
"2003-11-30",NA,NA,181
"2003-12-01",NA,NA,181
"2003-12-02",0.994,0.407,181
"2003-12-03",NA,NA,181
"2003-12-04",NA,NA,181
"2003-12-05",NA,NA,181
"2003-12-06",NA,NA,181
"2003-12-07",NA,NA,181
"2003-12-08",1.03,4.93,181
"2003-12-09",NA,NA,181
"2003-12-10",NA,NA,181
"2003-12-11",NA,NA,181
"2003-12-12",NA,NA,181
"2003-12-13",NA,NA,181
"2003-12-14",1.18,1.25,181
"2003-12-15",NA,NA,181
"2003-12-16",NA,NA,181
"2003-12-17",NA,NA,181
"2003-12-18",NA,NA,181
"2003-12-19",NA,NA,181
"2003-12-20",1.67,0.818,181
"2003-12-21",NA,NA,181
"2003-12-22",NA,NA,181
"2003-12-23",3.93,1.88,181
"2003-12-24",NA,NA,181
"2003-12-25",NA,NA,181
"2003-12-26",1.63,1.47,181
"2003-12-27",NA,NA,181
"2003-12-28",NA,NA,181
"2003-12-29",NA,NA,181
"2003-12-30",NA,NA,181
"2003-12-31",NA,NA,181
"2004-01-01",1.5,1.68,181
"2004-01-02",NA,NA,181
"2004-01-03",NA,NA,181
"2004-01-04",NA,NA,181
"2004-01-05",NA,NA,181
"2004-01-06",NA,NA,181
"2004-01-07",NA,1.83,181
"2004-01-08",NA,NA,181
"2004-01-09",NA,NA,181
"2004-01-10",NA,NA,181
"2004-01-11",NA,NA,181
"2004-01-12",NA,NA,181
"2004-01-13",1.55,1.38,181
"2004-01-14",NA,NA,181
"2004-01-15",NA,NA,181
"2004-01-16",NA,0.895,181
"2004-01-17",NA,NA,181
"2004-01-18",NA,NA,181
"2004-01-19",NA,NA,181
"2004-01-20",NA,NA,181
"2004-01-21",NA,NA,181
"2004-01-22",1.94,2.01,181
"2004-01-23",NA,NA,181
"2004-01-24",NA,NA,181
"2004-01-25",1.73,2.92,181
"2004-01-26",NA,NA,181
"2004-01-27",NA,NA,181
"2004-01-28",2.39,2.13,181
"2004-01-29",NA,NA,181
"2004-01-30",NA,NA,181
"2004-01-31",1.88,2.74,181
"2004-02-01",NA,NA,181
"2004-02-02",NA,NA,181
"2004-02-03",3.1,3.28,181
"2004-02-04",NA,NA,181
"2004-02-05",NA,NA,181
"2004-02-06",NA,NA,181
"2004-02-07",NA,NA,181
"2004-02-08",NA,NA,181
"2004-02-09",3.9,2.92,181
"2004-02-10",NA,NA,181
"2004-02-11",NA,NA,181
"2004-02-12",4.03,8.45,181
"2004-02-13",NA,NA,181
"2004-02-14",NA,NA,181
"2004-02-15",1.25,0.655,181
"2004-02-16",NA,NA,181
"2004-02-17",NA,NA,181
"2004-02-18",NA,NA,181
"2004-02-19",NA,NA,181
"2004-02-20",NA,NA,181
"2004-02-21",NA,NA,181
"2004-02-22",NA,NA,181
"2004-02-23",NA,NA,181
"2004-02-24",1.57,0.991,181
"2004-02-25",NA,NA,181
"2004-02-26",NA,NA,181
"2004-02-27",NA,NA,181
"2004-02-28",NA,NA,181
"2004-02-29",NA,NA,181
"2004-03-01",NA,NA,181
"2004-03-02",NA,NA,181
"2004-03-03",NA,NA,181
"2004-03-04",NA,NA,181
"2004-03-05",NA,NA,181
"2004-03-06",NA,NA,181
"2004-03-07",NA,NA,181
"2004-03-08",NA,NA,181
"2004-03-09",NA,NA,181
"2004-03-10",NA,NA,181
"2004-03-11",NA,NA,181
"2004-03-12",NA,NA,181
"2004-03-13",NA,NA,181
"2004-03-14",NA,NA,181
"2004-03-15",NA,NA,181
"2004-03-16",NA,NA,181
"2004-03-17",NA,NA,181
"2004-03-18",NA,NA,181
"2004-03-19",NA,NA,181
"2004-03-20",NA,NA,181
"2004-03-21",NA,NA,181
"2004-03-22",NA,NA,181
"2004-03-23",NA,NA,181
"2004-03-24",NA,NA,181
"2004-03-25",NA,NA,181
"2004-03-26",NA,NA,181
"2004-03-27",NA,NA,181
"2004-03-28",NA,NA,181
"2004-03-29",NA,NA,181
"2004-03-30",NA,NA,181
"2004-03-31",NA,NA,181
"2004-04-01",NA,NA,181
"2004-04-02",NA,NA,181
"2004-04-03",NA,NA,181
"2004-04-04",NA,NA,181
"2004-04-05",NA,NA,181
"2004-04-06",NA,NA,181
"2004-04-07",NA,NA,181
"2004-04-08",NA,NA,181
"2004-04-09",NA,NA,181
"2004-04-10",NA,NA,181
"2004-04-11",NA,NA,181
"2004-04-12",NA,NA,181
"2004-04-13",NA,NA,181
"2004-04-14",NA,NA,181
"2004-04-15",NA,NA,181
"2004-04-16",NA,NA,181
"2004-04-17",NA,NA,181
"2004-04-18",NA,NA,181
"2004-04-19",NA,NA,181
"2004-04-20",NA,NA,181
"2004-04-21",NA,NA,181
"2004-04-22",NA,NA,181
"2004-04-23",NA,NA,181
"2004-04-24",NA,NA,181
"2004-04-25",NA,NA,181
"2004-04-26",NA,NA,181
"2004-04-27",NA,NA,181
"2004-04-28",NA,NA,181
"2004-04-29",NA,NA,181
"2004-04-30",NA,NA,181
"2004-05-01",NA,NA,181
"2004-05-02",NA,NA,181
"2004-05-03",NA,NA,181
"2004-05-04",NA,NA,181
"2004-05-05",NA,NA,181
"2004-05-06",NA,NA,181
"2004-05-07",NA,NA,181
"2004-05-08",NA,NA,181
"2004-05-09",NA,NA,181
"2004-05-10",NA,NA,181
"2004-05-11",NA,NA,181
"2004-05-12",NA,NA,181
"2004-05-13",NA,NA,181
"2004-05-14",NA,NA,181
"2004-05-15",NA,NA,181
"2004-05-16",NA,NA,181
"2004-05-17",NA,NA,181
"2004-05-18",NA,NA,181
"2004-05-19",NA,NA,181
"2004-05-20",NA,NA,181
"2004-05-21",NA,NA,181
"2004-05-22",NA,NA,181
"2004-05-23",NA,NA,181
"2004-05-24",NA,NA,181
"2004-05-25",NA,NA,181
"2004-05-26",NA,NA,181
"2004-05-27",NA,NA,181
"2004-05-28",NA,NA,181
"2004-05-29",NA,NA,181
"2004-05-30",NA,NA,181
"2004-05-31",NA,NA,181
"2004-06-01",NA,NA,181
"2004-06-02",NA,NA,181
"2004-06-03",NA,NA,181
"2004-06-04",NA,NA,181
"2004-06-05",NA,NA,181
"2004-06-06",NA,NA,181
"2004-06-07",NA,NA,181
"2004-06-08",NA,NA,181
"2004-06-09",NA,NA,181
"2004-06-10",NA,NA,181
"2004-06-11",NA,NA,181
"2004-06-12",NA,NA,181
"2004-06-13",NA,NA,181
"2004-06-14",NA,NA,181
"2004-06-15",NA,NA,181
"2004-06-16",NA,NA,181
"2004-06-17",NA,NA,181
"2004-06-18",NA,NA,181
"2004-06-19",NA,NA,181
"2004-06-20",NA,NA,181
"2004-06-21",NA,NA,181
"2004-06-22",NA,NA,181
"2004-06-23",NA,NA,181
"2004-06-24",NA,NA,181
"2004-06-25",NA,NA,181
"2004-06-26",NA,NA,181
"2004-06-27",NA,NA,181
"2004-06-28",NA,NA,181
"2004-06-29",NA,NA,181
"2004-06-30",NA,NA,181
"2004-07-01",NA,NA,181
"2004-07-02",NA,NA,181
"2004-07-03",NA,NA,181
"2004-07-04",NA,NA,181
"2004-07-05",NA,NA,181
"2004-07-06",NA,NA,181
"2004-07-07",NA,NA,181
"2004-07-08",NA,NA,181
"2004-07-09",NA,NA,181
"2004-07-10",NA,NA,181
"2004-07-11",NA,NA,181
"2004-07-12",NA,NA,181
"2004-07-13",NA,NA,181
"2004-07-14",NA,NA,181
"2004-07-15",NA,NA,181
"2004-07-16",NA,NA,181
"2004-07-17",NA,NA,181
"2004-07-18",NA,NA,181
"2004-07-19",NA,NA,181
"2004-07-20",NA,NA,181
"2004-07-21",NA,NA,181
"2004-07-22",NA,NA,181
"2004-07-23",NA,NA,181
"2004-07-24",NA,NA,181
"2004-07-25",NA,NA,181
"2004-07-26",NA,NA,181
"2004-07-27",NA,NA,181
"2004-07-28",NA,NA,181
"2004-07-29",NA,NA,181
"2004-07-30",NA,NA,181
"2004-07-31",NA,NA,181
"2004-08-01",NA,NA,181
"2004-08-02",NA,NA,181
"2004-08-03",NA,NA,181
"2004-08-04",NA,NA,181
"2004-08-05",NA,NA,181
"2004-08-06",NA,NA,181
"2004-08-07",NA,NA,181
"2004-08-08",NA,NA,181
"2004-08-09",NA,NA,181
"2004-08-10",NA,NA,181
"2004-08-11",NA,NA,181
"2004-08-12",NA,NA,181
"2004-08-13",NA,NA,181
"2004-08-14",NA,NA,181
"2004-08-15",NA,NA,181
"2004-08-16",NA,NA,181
"2004-08-17",NA,NA,181
"2004-08-18",NA,NA,181
"2004-08-19",NA,NA,181
"2004-08-20",NA,NA,181
"2004-08-21",NA,NA,181
"2004-08-22",NA,NA,181
"2004-08-23",NA,NA,181
"2004-08-24",NA,NA,181
"2004-08-25",NA,NA,181
"2004-08-26",NA,NA,181
"2004-08-27",NA,NA,181
"2004-08-28",NA,NA,181
"2004-08-29",NA,NA,181
"2004-08-30",NA,NA,181
"2004-08-31",NA,NA,181
"2004-09-01",NA,NA,181
"2004-09-02",NA,NA,181
"2004-09-03",NA,NA,181
"2004-09-04",NA,NA,181
"2004-09-05",NA,NA,181
"2004-09-06",NA,NA,181
"2004-09-07",NA,NA,181
"2004-09-08",NA,NA,181
"2004-09-09",NA,NA,181
"2004-09-10",NA,NA,181
"2004-09-11",NA,NA,181
"2004-09-12",NA,NA,181
"2004-09-13",NA,NA,181
"2004-09-14",NA,NA,181
"2004-09-15",NA,NA,181
"2004-09-16",NA,NA,181
"2004-09-17",NA,NA,181
"2004-09-18",NA,NA,181
"2004-09-19",NA,NA,181
"2004-09-20",NA,NA,181
"2004-09-21",NA,NA,181
"2004-09-22",NA,NA,181
"2004-09-23",NA,NA,181
"2004-09-24",NA,NA,181
"2004-09-25",NA,NA,181
"2004-09-26",NA,NA,181
"2004-09-27",NA,NA,181
"2004-09-28",NA,NA,181
"2004-09-29",NA,NA,181
"2004-09-30",NA,NA,181
"2004-10-01",NA,NA,181
"2004-10-02",NA,NA,181
"2004-10-03",NA,NA,181
"2004-10-04",NA,NA,181
"2004-10-05",NA,NA,181
"2004-10-06",NA,NA,181
"2004-10-07",NA,NA,181
"2004-10-08",NA,NA,181
"2004-10-09",NA,NA,181
"2004-10-10",NA,NA,181
"2004-10-11",NA,NA,181
"2004-10-12",NA,NA,181
"2004-10-13",NA,NA,181
"2004-10-14",NA,NA,181
"2004-10-15",NA,NA,181
"2004-10-16",NA,NA,181
"2004-10-17",NA,NA,181
"2004-10-18",NA,NA,181
"2004-10-19",NA,NA,181
"2004-10-20",NA,NA,181
"2004-10-21",NA,NA,181
"2004-10-22",NA,NA,181
"2004-10-23",NA,NA,181
"2004-10-24",NA,NA,181
"2004-10-25",NA,NA,181
"2004-10-26",NA,NA,181
"2004-10-27",NA,NA,181
"2004-10-28",NA,NA,181
"2004-10-29",NA,NA,181
"2004-10-30",NA,NA,181
"2004-10-31",NA,NA,181
"2004-11-01",NA,NA,181
"2004-11-02",NA,NA,181
"2004-11-03",NA,NA,181
"2004-11-04",NA,NA,181
"2004-11-05",NA,NA,181
"2004-11-06",NA,NA,181
"2004-11-07",NA,NA,181
"2004-11-08",NA,NA,181
"2004-11-09",NA,NA,181
"2004-11-10",NA,NA,181
"2004-11-11",NA,NA,181
"2004-11-12",NA,NA,181
"2004-11-13",NA,NA,181
"2004-11-14",NA,NA,181
"2004-11-15",NA,NA,181
"2004-11-16",NA,NA,181
"2004-11-17",NA,NA,181
"2004-11-18",NA,NA,181
"2004-11-19",NA,NA,181
"2004-11-20",NA,NA,181
"2004-11-21",NA,NA,181
"2004-11-22",NA,NA,181
"2004-11-23",NA,NA,181
"2004-11-24",NA,NA,181
"2004-11-25",NA,NA,181
"2004-11-26",NA,NA,181
"2004-11-27",NA,NA,181
"2004-11-28",NA,NA,181
"2004-11-29",NA,NA,181
"2004-11-30",NA,NA,181
"2004-12-01",NA,NA,181
"2004-12-02",NA,NA,181
"2004-12-03",NA,NA,181
"2004-12-04",NA,NA,181
"2004-12-05",NA,NA,181
"2004-12-06",NA,NA,181
"2004-12-07",NA,NA,181
"2004-12-08",NA,NA,181
"2004-12-09",NA,NA,181
"2004-12-10",NA,NA,181
"2004-12-11",NA,NA,181
"2004-12-12",NA,NA,181
"2004-12-13",NA,NA,181
"2004-12-14",NA,NA,181
"2004-12-15",NA,NA,181
"2004-12-16",NA,NA,181
"2004-12-17",NA,NA,181
"2004-12-18",NA,NA,181
"2004-12-19",NA,NA,181
"2004-12-20",NA,NA,181
"2004-12-21",NA,NA,181
"2004-12-22",NA,NA,181
"2004-12-23",NA,NA,181
"2004-12-24",NA,NA,181
"2004-12-25",NA,NA,181
"2004-12-26",NA,NA,181
"2004-12-27",NA,NA,181
"2004-12-28",NA,NA,181
"2004-12-29",NA,NA,181
"2004-12-30",NA,NA,181
"2004-12-31",NA,NA,181
